Fecha,BTC_price,BTC_supply,MarketCapBTC_USD,M2SL_USD,m2_published,TxVolumeUSD,TxTfrCnt,Gold_price,Dominance_dec,DMB,MC2,MC1,RV12,UC
2025-03-01,87187.77,19844765.625,1730220861016.4062,21693600000000.0,True,241088077418.42374,390503.0,3150.3,0.5842870967741937,-2.528768220481608,-4.4996102319617695,-3.928259903159139,-0.14955892008461139,0.34039758056490327
2025-04-01,94998.2,19858340.625,1886506614361.875,21775800000000.0,True,243071988647.8222,422066.4285714286,3319.1,0.6061566666666667,-2.4460724948723858,-4.49519689137903,-3.8512166651588373,0.03206756893206342,0.4311852794218099
2025-05-01,104027.67,19872803.125,2067321405462.4688,21833900000000.0,True,288532580422.267,352123.875,3343.9,0.6076548387096774,-2.3572100455304907,-4.326411076838435,-4.033124367518686,0.054417853765191315,0.43746505541155606
2025-06-01,107110.33,19885796.875,2129974265594.2188,21938700000000.0,True,193838735226.40274,362265.625,3307.7,0.6171766666666667,-2.3321423028170494,-4.7289809279127395,-4.005383317549469,0.226711284903319,0.47758170254041815
2025-07-01,117925.55,19900090.625,2346729132002.9688,22020400000000.0,True,385022686636.2753,406210.4285714286,3348.6,0.6016290322580645,-2.238946796534982,-4.046422316536268,-3.8916082424161043,0.26051593877499146,0.4122573789574735
2025-08-01,108790.79,19914428.125,2166506368116.9685,22087100000000.0,True,294347787935.52,449491.125,3512.0,0.568116129032258,-2.321877826140705,-4.317986986309647,-3.791083669854743,0.2786865181044063,0.2741691154431759
2025-09-01,109688.85,19928562.5,2185941102778.125,22170400000000.0,True,280169542824.1163,511361.0,3873.2,0.5516241379310345,-2.3167116193931476,-4.371118414839119,-3.662833484454065,0.12936963608088714,0.20723504630535838
2025-10-01,110068.52,19942759.375,2195070009122.375,22245100000000.0,True,434970059094.54425,475852.0,4013.3,0.5626709677419355,-2.315907818805046,-3.9345998395701614,-3.7355145363286972,0.041598385705769736,0.25200918453789856
2025-11-01,90517.55,19956062.5,1806373885146.875,22277300000000.0,True,415009185526.5057,444186.0,4254.9,0.5632066666666666,-2.5122467653372325,-3.983022847993966,-3.8050448672370707,-0.5310003875747392,0.254186480096027
2025-12-01,87835.12,19969815.625,1754051151799.75,22353400000000.0,True,284621108684.992,460576.875,4357.1,0.5622387096774194,-2.5450503783028773,-4.363574861187018,-3.769497413894847,-0.5722472930949661,0.2502527474816525
2026-01-01,84563.4,19982943.75,1689825665508.75,22429300000000.0,True,297248171967.6254,393736.25,4745.1,0.5625967741935484,-2.585742772731546,-4.323556033086536,-3.926953107289486,-0.7254965854011259,0.2517076791185597
2026-02-01,67470.73,19996190.625,1349157578687.9062,22626900000000.0,True,189158094289.32443,476393.14285714284,5267.2,0.5583857142857143,-2.819659082075879,-4.784311599814315,-3.7370536219338835,-0.8249852944336135,0.23461312348556285
2026-03-01,66694.46,20009781.25,1334541555186.8752,22686200000000.0,True,192593049772.03088,465050.14285714284,4678.6,0.5583225806451613,-2.8331689815868293,-4.768932676711315,-3.761831261608981,-0.6634434112634251,0.23435710169469948
2026-04-01,77373.46,20022965.625,1549246129867.3127,22804500000000.0,True,191629951604.65646,586471.25,4614.7001953125,0.5595075781659408,-2.6891894401184446,-4.779146986954386,-3.530511527731281,-0.5347673572230836,0.23916383051943138
2026-05-01,73372.1,20037231.25,1470173734998.125,23052300000000.0,True,162011910702.22003,655019.625,4560.5,0.5606543499602435,-2.75238496666426,-4.957850971144133,-3.4206821874575555,-0.6594076432466829,0.24381812266398437
2026-06-01,60023.84,20050440.625,1203504440004.5,23052300000000.0,False,165349546133.21295,678305.8571428572,4022.89990234375,0.561839347481023,-2.9525278800672767,-4.937459131988336,-3.3864081058547537,-0.7748675355782342,0.2486303207539472
2026-07-01,63790.67,20058887.5,1279569873079.625,23052300000000.0,False,166691818879.73087,649605.8,4012.300048828125,0.5640957959102954,-2.891241562742904,-4.929374114880851,-3.4300618839748753,-0.7952688588348303,0.25780158416231996
